ts,fuid,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,source,depth,analyzers,mime_type,filename,duration,local_orig,is_orig,seen_bytes,total_bytes,missing_bytes,overflow_bytes,timedout,parent_fuid,md5,sha1,sha256,extracted,extracted_cutoff,extracted_size
1762173401.511343,F1BWMk2roEf59MVRhi,CI9RzK1Y6RppJsTflb,192.168.7.101,57773,192.168.7.205,80,HTTP,0,"SHA1,MD5",text/html,-,0.000000,T,F,412,412,0,0,F,-,0d4d59e90535a6429292bba8793b1457,74273c5527aaad2326a3c47bee9b3f5679f79d73,-,-,-,-
1762173403.921691,FVkgqVJT48BYxuQt6,Ckbv1W3qlUZzS3ZTwk,192.168.7.101,57774,192.168.7.205,80,HTTP,0,"SHA1,MD5",text/html,-,0.000000,T,F,412,412,0,0,F,-,0d4d59e90535a6429292bba8793b1457,74273c5527aaad2326a3c47bee9b3f5679f79d73,-,-,-,-
1762173423.423952,FXyZsi3wUu4pobl1A9,CWfIwB3KFuFQq1zWbk,192.168.7.101,49626,192.168.7.205,80,HTTP,0,"SHA1,MD5",text/html,-,0.000000,T,F,162,162,0,0,F,-,1b7c22a214949975556626d7217e9a39,d01c97e2944166ed23e47e4a62ff471ab8fa031f,-,-,-,-
1762173431.958186,FMPteN2m0LJIzc3PBj,CA9drXko4HbBqi8Rj,192.168.7.101,49632,192.168.7.205,80,HTTP,0,"SHA1,MD5",text/html,-,0.000000,T,F,412,412,0,0,F,-,0d4d59e90535a6429292bba8793b1457,74273c5527aaad2326a3c47bee9b3f5679f79d73,-,-,-,-
1762173435.555389,F9XOIf4fTjvab2ovye,CdUJUJfvWldfxquM4,192.168.7.101,60304,150.171.28.11,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,e54fdc72099c1703434bfad23e65a2c1,570526cb35b2db00919b80bc7296a761d3785e97,-,-,-,-
1762173493.780137,FB3X7c4c99ak1nWGBe,CYsvnk1R0Ho5I6ccVg,192.168.7.101,60283,108.141.15.7,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,ce81f01ea778c8699e0314d62e062c75,55024f957ac687f5e889fcbcb4fd4edac13693cb,-,-,-,-
1762173573.229759,FvsJ5X120uVzl0QFMg,CEBhJa4Yp4fn7Zfggc,192.168.7.101,55160,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,T,T,136,136,0,0,F,-,548121323e10c697e6c1c39cf24326c7,dfab2a54cc8437c1ef0ffbea1558fac59527391a,-,-,-,-
1762173573.279284,FtCjCBo0K8ifTRZG4,CEBhJa4Yp4fn7Zfggc,192.168.7.101,55160,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,F,F,208,208,0,0,F,-,5e6d3863d68d9de2d2cfe6af89723eab,e03c455406b8b0a27ee8d3a8aec39d4d6e470c06,-,-,-,-
1762173581.798940,FsnNcp11BzHXPFagii,CU5RKg2HMc0puH74F8,192.168.7.205,55216,213.180.204.183,80,HTTP,0,"SHA1,MD5",application/x-debian-package,-,0.038991,F,F,122660,122660,0,0,F,-,e0c95cfc19bb392706b4257e82172b65,d4ad630e619a763aad78e850833ead8b2bad5315,-,-,-,-
1762173614.683134,F9HTL23LY7Iud5dFz3,CHin0p4rjYqQ9xkBSl,192.168.7.101,54483,150.171.28.11,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,e54fdc72099c1703434bfad23e65a2c1,570526cb35b2db00919b80bc7296a761d3785e97,-,-,-,-
1762173680.597894,FwYedm2NEbtCCePiY1,CNAMFz3miaHNaOG651,192.168.7.101,61645,150.171.27.11,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,e54fdc72099c1703434bfad23e65a2c1,570526cb35b2db00919b80bc7296a761d3785e97,-,-,-,-
1762173790.269031,FdqWgr1l1iSzbhBZYc,Cbvvm03FBtzJhVq2Ec,192.168.7.101,55642,20.190.159.68,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,471,-,0,0,F,-,d3a87af3ce068ed32476477c87f080d9,8931825451f3690fe85764404782132405b1d798,-,-,-,-
1762173816.192179,Fw6VXq35eSPvTtZaYk,CGZQnG3XtGxupqXwuc,192.168.7.101,55647,52.111.229.43,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,284efbb4d5e07f3735d2831f1668f853,a1d2d7b92fecf9d4a968d8d610c31b75ea08c439,-,-,-,-
1762173816.382919,FyJBZr1zBSKW8hHh2e,CTvj9sFkuoSLr1O43,192.168.7.101,55646,52.111.229.43,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,284efbb4d5e07f3735d2831f1668f853,a1d2d7b92fecf9d4a968d8d610c31b75ea08c439,-,-,-,-
1762173821.837471,FHY7Kms1DWHV4DEee,Ckb9UFyiTW3RDOoah,192.168.7.101,55649,95.101.78.9,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1048,-,0,0,F,-,9d88c6c930bc995ed1f65059029c629c,4252ad4bcd5fe2da928f15ed00aaed4479c60972,-,-,-,-
1762173858.509740,FI8YzZ1DwuPn8GgFgg,CcKEsm4E56YsDW6l7f,192.168.7.101,59327,150.171.28.11,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,e54fdc72099c1703434bfad23e65a2c1,570526cb35b2db00919b80bc7296a761d3785e97,-,-,-,-
1762173866.291047,FlSMXCZWbWJLlCAii,CWgWSF2hqlP5pwxpii,192.168.7.101,51391,150.171.27.11,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,e54fdc72099c1703434bfad23e65a2c1,570526cb35b2db00919b80bc7296a761d3785e97,-,-,-,-
1762173880.897451,Fxo3cV3gBKe3xI6gmj,C56zE52QBAiEYbcP8g,192.168.7.101,58824,150.171.28.11,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,4288bb046de6e35146b56c26150f7efc,d91ce3017cbe759f059e97264f18193a3bcad3f7,-,-,-,-
1762173887.309621,FwV4zs4k1y5iR74Dqb,CYhj6PBUtoO1sVxB8,192.168.7.101,58826,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,T,T,92,92,0,0,F,-,ceef3b0bf8f37b6d64389e62209f6ba9,9c4d4ab5899edfa0c7d274f305368e2c51d9b6f7,-,-,-,-
1762173887.359881,FKTL2U3ZpHKUWWTgJ3,CYhj6PBUtoO1sVxB8,192.168.7.101,58826,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,F,F,160,160,0,0,F,-,8dc77b9057ba8ec487be773a87e12a71,a5d48c6d2b7d6421d757d5762226b316d3ace4e2,-,-,-,-
1762174121.766733,Fjqpit2zaxmU9CN7T5,C8xmZy4ANt1xIcJmSf,192.168.7.101,52966,184.51.88.32,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1049,-,0,0,F,-,e8b9262420e4a241ec4cc28e3b430b2e,df39000acd396f26875f582838b6486565a22e3b,-,-,-,-
1762174167.348440,FdAhZe3jAq3pigSV0j,CYdMjzuDscJE2Xl27,192.168.7.101,62767,192.168.7.205,49088,FTP_DATA,0,"SHA1,MD5",text/plain,-,0.000000,T,F,2246,-,0,0,F,-,0f746233d8a5f0e92c2134e92dabe8c9,82033e9e3a01454fef696158da83a44abbedf145,-,-,-,-
1762174179.381004,F0MaMH11zRzaPkZYw8,ClqpnWaUTAnX7iwl8,192.168.7.101,58459,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,T,T,100,100,0,0,F,-,5c71976a29da4d5b817465a81b2654d3,e4f7f5c3d0863abadc487950691b74a48a12d968,-,-,-,-
1762174179.429029,FfysrH3QOtmMKWMYN7,ClqpnWaUTAnX7iwl8,192.168.7.101,58459,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,F,F,156,156,0,0,F,-,8de640887232f8494b2af089927c8d60,af143970483235a79f8870df2d762283ee15d80e,-,-,-,-
1762174194.094279,FoRpOB8QRzIV58H6h,C3pjGQ8VgAH1B4Dc3,192.168.7.101,62003,150.171.27.11,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,4288bb046de6e35146b56c26150f7efc,d91ce3017cbe759f059e97264f18193a3bcad3f7,-,-,-,-
1762174197.339594,Fw2vMo2s46wwK78RE7,CTMdcc3EvA8g45rUC4,192.168.7.101,52479,150.171.28.11,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,e54fdc72099c1703434bfad23e65a2c1,570526cb35b2db00919b80bc7296a761d3785e97,-,-,-,-
1762174278.138233,FiUjkd24QMH6FuQKO,C4zAIw2iHIBxGCyVCl,192.168.7.101,60546,48.209.164.47,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,bc7c58cce6c0b18286a5f17510c32025,9cc53b97c2c578ad64a62a56f77ba9296d5fd765,-,-,-,-
1762174284.960371,FZeHwA418eX3Z25hWj,C59pO222lJYHvdO6g1,192.168.7.101,65157,192.168.7.205,17476,FTP_DATA,0,"SHA1,MD5",text/plain,-,0.000000,T,F,2246,-,0,0,F,-,0f746233d8a5f0e92c2134e92dabe8c9,82033e9e3a01454fef696158da83a44abbedf145,-,-,-,-
1762174360.482723,FVBpNMHq8WsQtYJIk,CJuI0A4q2N61e9rjVe,192.168.7.101,51240,149.154.167.222,80,HTTP,0,"SHA1,MD5",-,-,0.000000,T,T,128,128,0,0,F,-,0e081412519a1701e375a4a22945a421,3178fcd04813126831f8023cc4db5c7e8e79c566,-,-,-,-
1762174360.581420,Fx60N92LnGRUb0xMPh,CJuI0A4q2N61e9rjVe,192.168.7.101,51240,149.154.167.222,80,HTTP,0,"SHA1,MD5",-,-,0.000000,F,F,136,136,0,0,F,-,822b7ec3859861f12492ddf3258b3b42,307af4a12fe966be287c73225ac24f60487cc0c3,-,-,-,-
1762174391.299550,F2ABzr30qma9p3vBKe,C7WDZo4tzkSRBstYw4,192.168.7.101,58367,4.251.34.76,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,948b733ad32c17b40cdf92f0e2c152e5,856f5fe3920021d86619550b537ff8e74402a099,-,-,-,-
1762174421.759783,FxeP6x3zzRaVROJtbg,C7Jclp1EJoCbPuu2Eg,192.168.7.101,51984,184.51.88.42,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1049,-,0,0,F,-,e8b9262420e4a241ec4cc28e3b430b2e,df39000acd396f26875f582838b6486565a22e3b,-,-,-,-
1762174600.178205,F2A5An2Lk2PCjXpJQ6,CBnzoh1fVNxSuKItW9,192.168.7.101,51390,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,T,T,260,260,0,0,F,-,c536708f38eb70fd6c4ff46ac3564a20,8b03b4cca8a8125221c7e795ac7975575fe4e1bc,-,-,-,-
1762174600.225959,F8JoZM1FhwejWyOWI2,CBnzoh1fVNxSuKItW9,192.168.7.101,51390,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,F,F,104,104,0,0,F,-,1d5676443b22856878bfe28d2d475d4a,ba1b9d3f74c69fa980efeabf8bc50678a57655b3,-,-,-,-
1762174674.130176,FkCmxi2r6UlvJP9lsd,CXfkix1kkjZBXKFbT1,192.168.7.101,50596,150.171.27.11,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,e54fdc72099c1703434bfad23e65a2c1,570526cb35b2db00919b80bc7296a761d3785e97,-,-,-,-
1762174722.038887,F2Uk6c2P7L8A0uXIEc,CUXkDI2x7g9V97QhUl,192.168.7.101,65146,23.213.161.17,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1048,-,0,0,F,-,28e818805a4efffbe1fe75997e46293c,6f97e90b2b795ef548dc3b8c841fcd6322d3af69,-,-,-,-
1762174734.226482,F00Fn73jrEmDWyfDq9,C3LMRd3RrZo6q5uwm1,192.168.7.101,65148,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,T,T,164,164,0,0,F,-,54edfdbc2e5e23bbd6a00c47a53389c7,6994624450701902b913d30ca7ea21fa33bf9aa7,-,-,-,-
1762174734.275496,FISqMG2Duh85do4Qs,C3LMRd3RrZo6q5uwm1,192.168.7.101,65148,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,F,F,180,180,0,0,F,-,07b4f599fdbd2b6c9bb96d76697d2e58,bc9ff66fd228fff86ef1d13931adf262b6835c3f,-,-,-,-
1762174965.467003,F5R5Gb4BKhtGUgiD6e,CpE2Dg29E9VTuZREn9,192.168.7.101,53506,20.189.173.10,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,79b82cff6516e8d8d0acc0e5c59beae3,de9b982b4e0bde8b2a0d245df6482a2dcaa301d9,-,-,-,-
1762174969.252306,FHe2vG38748fS74yQ2,CVy4AS3Ois0NVOFXv4,192.168.7.101,55703,150.171.27.11,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,4288bb046de6e35146b56c26150f7efc,d91ce3017cbe759f059e97264f18193a3bcad3f7,-,-,-,-
1762175018.303165,FPr7ym1GTNLFPNQVv8,CKLL381KdRBj4OMDR9,192.168.7.101,51890,108.177.14.94,80,HTTP,0,"SHA1,MD5",-,-,0.000000,F,F,993,993,0,0,F,-,c22301b5245b697aa0d960e7d3a2d560,e7374c928dc3bb82bd18524598990cdc498d4549,-,-,-,-
1762175018.515201,FzDC2xAJ43OhOVJJ9,CKLL381KdRBj4OMDR9,192.168.7.101,51890,108.177.14.94,80,HTTP,0,"SHA1,MD5",-,-,0.000000,F,F,530,530,0,0,F,-,1fbb37f79b317a9a248e7c4ce4f5bac5,0ff4d709ebf17be0c28e66dc8bf74672ca28362a,-,-,-,-
1762175021.849914,FzLWm14KyKDpFVORg3,CUT83G2Nkta0jfPoyl,192.168.7.101,51892,95.101.78.9,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1048,-,0,0,F,-,9d88c6c930bc995ed1f65059029c629c,4252ad4bcd5fe2da928f15ed00aaed4479c60972,-,-,-,-
1762175027.894338,FJGn7I28pxterliub9,Ctwdx42x4PoT3PfKUa,192.168.7.101,54070,150.171.27.11,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,4288bb046de6e35146b56c26150f7efc,d91ce3017cbe759f059e97264f18193a3bcad3f7,-,-,-,-
1762175078.369125,FwBIV32mvuVuT9NSDf,Cmtc8cfPmr1ifPCuf,192.168.7.101,60584,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,T,T,152,152,0,0,F,-,a6652fa89a138a9ca7acfd380f3241b3,1ae442041efb1c8cdc237ceca2efa8b5f2a914e0,-,-,-,-
1762175078.417511,FFHf7R32gVBSFn8jg4,Cmtc8cfPmr1ifPCuf,192.168.7.101,60584,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,F,F,100,100,0,0,F,-,5a664906f774da49bafdaaa227a9122d,b9b3fbd814b5708ed288377e999e84b52fd6072e,-,-,-,-
1762175129.151861,FhEDn22oD4rjSJMH18,Czz8LN1QbTsXCejRT2,192.168.7.101,55015,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,T,T,196,196,0,0,F,-,239734b6de49f793e933e7a45d9f6495,3b626f468381277427829578549316b8c0072f87,-,-,-,-
1762175129.202297,F0qLB54chbffVSZvl1,Czz8LN1QbTsXCejRT2,192.168.7.101,55015,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,F,F,160,160,0,0,F,-,df47aeefc080c5f7d03ddcc0a1ab0983,6d87e275d322b81615dcd86f90da554de2208f30,-,-,-,-
1762175321.840808,Frd6wOvvu3QWc1Zeb,CmsCuG2rtcUcigmfr4,192.168.7.101,52692,23.213.161.29,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1046,-,0,0,F,-,b2cdc565660cc6d3015349896bcad81f,f23611e8065b7f46a94b53ae43146ad85c7909ed,-,-,-,-
1762175330.992721,FmLBNi4nxH7S1stJhk,CJocGM1JM7QjJW7vX6,192.168.7.101,54519,150.171.28.11,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,e54fdc72099c1703434bfad23e65a2c1,570526cb35b2db00919b80bc7296a761d3785e97,-,-,-,-
1762175491.520825,FoJxyS3aE0tnRA7upg,Ch26S7nmhL1PwTPXl,192.168.7.101,56242,52.123.128.14,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,fb70ba141e82dfa933fc9dfef2cd5046,0ec2db0540bdcb3442107827a3bd6d50f63707b5,-,-,-,-
1762175518.796710,FezOMl3GOBCEE7CTAb,CYQwsi2Y9goXqfpIr2,192.168.7.101,59801,150.171.28.11,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,4288bb046de6e35146b56c26150f7efc,d91ce3017cbe759f059e97264f18193a3bcad3f7,-,-,-,-
1762175564.563565,Febnxc4Vq9QzZOdxVl,CpSoel4T7I0SxrqiVa,192.168.7.101,64391,52.123.128.14,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,fb70ba141e82dfa933fc9dfef2cd5046,0ec2db0540bdcb3442107827a3bd6d50f63707b5,-,-,-,-
1762175621.779304,FEI60V3KGuJgXl1pLd,CsEdyb3UjdU5LySLnj,192.168.7.101,61711,23.213.161.5,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1046,-,0,0,F,-,72ec9a5f85c85d97d984ad5321c4b409,7b9f7768eb143a216f04f5a77587bb3f536ca7c0,-,-,-,-
1762175865.526331,FODYPU1SNwOrjuO5F5,C4PbeU295JikxNZI79,192.168.7.101,58811,52.123.128.14,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,fb70ba141e82dfa933fc9dfef2cd5046,0ec2db0540bdcb3442107827a3bd6d50f63707b5,-,-,-,-
1762175921.801385,FwJSpnFRARkiEDYwf,ChTVAD31w4mpqqizO6,192.168.7.101,61744,23.213.161.25,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1048,-,0,0,F,-,dc125d8f8c8e49290925509f6eda4559,de15ab0b5f70e4f62baa54c60ed4cf3f0dfe0011,-,-,-,-
1762175944.190540,FUYm3r1Uzgv2buprge,CvYUF42W2VFRWgUNRb,192.168.7.101,62362,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,T,T,104,104,0,0,F,-,39051fc86eb45db72e842265c88a3842,6062758c5162bee44ab605afcc4f26dc5c2a4def,-,-,-,-
1762175944.239930,FM9Jf33N9xZYlpj434,CvYUF42W2VFRWgUNRb,192.168.7.101,62362,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,F,F,84,84,0,0,F,-,704da3820a9eee6e7615687864747a45,4eabdf007dfb7219bef70145092a8a26ff490d16,-,-,-,-
1762175980.955669,FX8HtpHNEy6z95vja,CqbkTpbPFThNiSvGi,192.168.7.101,50261,2.17.190.73,80,HTTP,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,313,313,0,0,F,-,3fa1da6cc87aa20c4daa81b67b12b50c,4af38bc17008043a6e591442c4848e0d8769cde0,-,-,-,-
1762175981.030057,F985ML2yM7Y7CR7NB7,CqbkTpbPFThNiSvGi,192.168.7.101,50261,2.17.190.73,80,HTTP,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,313,313,0,0,F,-,2aa6a4fca55649b0d309979e7d6b2611,0fd0a4d97d376b48326a4c2b78f868b870435ad6,-,-,-,-
1762175981.118226,FRJ4Jq2HkfBidQ3npb,CqbkTpbPFThNiSvGi,192.168.7.101,50261,2.17.190.73,80,HTTP,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,727,727,0,0,F,-,15bbb37f8fabcb7aa9d29f2aacfc4af9,f270ed851c4d2eaf41c097b5fc75de5af5636780,-,-,-,-
1762175981.710451,FQTZOi3aIHuQi9HF6d,CEfGFD4QIWJi8Ttpdi,192.168.7.101,50264,2.17.190.73,80,HTTP,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,727,727,0,0,F,-,24b5aa9bf1d569338608bf13d634410e,b2eab408af01fc100163dcac874ac0e5282db7c5,-,-,-,-
1762176120.267185,FN3bA22SKeipITqHlc,COhW660MFkZ7D4MK6,192.168.7.101,56341,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,T,T,40,40,0,0,F,-,9354a33b5c63087cb37c10f6e852ea1a,0c3d065224b534985b2e02c2bd41ba7efc055a93,-,-,-,-
1762176120.317350,FJr8Fi2P913w9Uh00l,COhW660MFkZ7D4MK6,192.168.7.101,56341,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,F,F,84,84,0,0,F,-,c20463c84e2e72a50119564abd5c3e1c,4de02b6fef524af0cb6f2de7c696e065de4bd43b,-,-,-,-
1762176144.930349,FfbcrN2WL4JHjiVh06,CU74zd4e5S5U90H2Ig,192.168.7.101,60936,48.209.180.244,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,67adc09197f6081b56f8d3d0029cd9bb,a1baaee21b441ff955161d7d132066319a54cf5a,-,-,-,-
1762176166.390205,F01MRH2f5jHbTlUBGl,CFFgZtr6iSDG9xMMi,192.168.7.101,60943,52.123.128.14,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,fb70ba141e82dfa933fc9dfef2cd5046,0ec2db0540bdcb3442107827a3bd6d50f63707b5,-,-,-,-
1762176179.260389,F15OlX3HdoqhomI6fg,CwMiuR33MEYfcq8Xj,192.168.7.101,49246,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,T,T,92,92,0,0,F,-,eefc8700864e2333003130a0d9fdb277,8c700a0d528e3727ec3cb0d17c20d8661043ba11,-,-,-,-
1762176179.309731,F0mGdU3hQZZWCf1VSa,CwMiuR33MEYfcq8Xj,192.168.7.101,49246,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,F,F,144,144,0,0,F,-,607acc9b10be6aec81cb34022146465c,edccfe7c2306e6cf5f89081b3a3dc7a9f034dba0,-,-,-,-
1762176221.792555,FlzMEG36aLGTVtAf7a,CtRON33CRawedvpJpb,192.168.7.101,64515,23.55.110.68,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1049,-,0,0,F,-,837445f3cdc8ad217ede245a915da847,990421fb059acca83176d022370f84425a7cbb78,-,-,-,-
1762176276.142332,Ffh6Vr3OZ7cnPEvd49,CQA0R33S5JnwAGU9k,192.168.7.101,50262,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,T,T,60,60,0,0,F,-,dc0f9b68d62306007170910a3f44c304,1c5b75cd2e51ce04b66da4a34a1a8c40b4851d21,-,-,-,-
1762176276.190430,F87XpE3oUALXwbr839,CQA0R33S5JnwAGU9k,192.168.7.101,50262,91.105.192.100,80,HTTP,0,"SHA1,MD5",-,-,0.000000,F,F,168,168,0,0,F,-,8b309bdd3e808853460c1b5f5a021815,e8a8982b05cb6dabf945edaf4d9a33f59c7dae68,-,-,-,-
1762176338.039183,FcP6D441va7clGNeZ1,CkBOmFv8uom7QOlb7,192.168.7.101,64843,4.175.223.124,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,bc7c58cce6c0b18286a5f17510c32025,9cc53b97c2c578ad64a62a56f77ba9296d5fd765,-,-,-,-
1762176340.372037,FOGdpoFuo3z2Nq4J2,ChvuE63e7bQueI1M2,192.168.7.101,64844,4.175.223.124,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,67adc09197f6081b56f8d3d0029cd9bb,a1baaee21b441ff955161d7d132066319a54cf5a,-,-,-,-
1762176447.084181,Fg6Aoi20gkbamkPtj7,CqUBnc1Cjohtxrgni6,192.168.7.101,56216,4.231.68.226,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,0008ad829f2c305205aabaadc3027df0,8b002e999a7af5801206b476399dde5c071c0543,-,-,-,-
1762176467.138329,FohYM5Wu8TBW9Mazc,COZiQu2KdJBL7ujP3e,192.168.7.101,56218,52.123.128.14,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,fb70ba141e82dfa933fc9dfef2cd5046,0ec2db0540bdcb3442107827a3bd6d50f63707b5,-,-,-,-
1762176511.584246,FmO9XH33RTYBA7fxJ,C9Sszj1twpNQyTUCt8,192.168.7.101,58385,4.175.223.124,443,SSL,0,"SHA1,MD5,OCSP_REPLY",application/ocsp-response,-,0.000000,F,F,1858,-,0,0,F,-,0008ad829f2c305205aabaadc3027df0,8b002e999a7af5801206b476399dde5c071c0543,-,-,-,-
